"date","id","session_start","first_use","user_engagement","engagement_time_msec","mean_event_timestamp","mean_event_previous_timestamp","first_open_time","user_first_touch_timestamp","screen_view_count","firebase_screen_class","firebase_previous_class","firebase_event_origin","nro_events","device_category","platform","medium","source","geo_city","geo_country","ads_storage","play"
20250601,1748808267,TRUE,FALSE,FALSE,0,1748808267809827,1748800787851000,FALSE,1735989675670000,0,NA,NA,"auto",1,"mobile","ANDROID","organic","google-play","Maldonado","Uruguay",TRUE,FALSE
20250601,1748808294,FALSE,FALSE,FALSE,4182,1748808295007892,1745869214170001,FALSE,1689725701232000,1,"SplashActivity",NA,"auto",1,"mobile","ANDROID","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808312,FALSE,FALSE,FALSE,0,1748809653051958,1748808354864001,FALSE,1748138764904000,1,"SplashActivity","MainActivity","auto",1,"mobile","ANDROID","organic","google-play","Maldonado","Uruguay",TRUE,FALSE
20250601,1748808337,FALSE,FALSE,FALSE,8116,1748808364772620,1748808355669002,FALSE,1733158731761000,1,"SinglePlayerActivity","MainActivity","auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808415,FALSE,FALSE,FALSE,0,1748808431943422,1748808431034002,FALSE,1664932521072000,1,"HomeViewController","UIAlertController","auto",1,"mobile","IOS","(none)","(direct)","Maldonado","Uruguay",TRUE,FALSE
20250601,1748808452,FALSE,FALSE,TRUE,541292,1748812610880948,1748812069317000,FALSE,1560541452754000,0,"BitMovinPlayerViewController",NA,"auto",1,"tablet","IOS","(none)","(direct)","Maldonado","Uruguay",TRUE,FALSE
20250601,1748808455,FALSE,FALSE,FALSE,0,1748808466177021,1742918472998004,FALSE,1697143273225000,0,"ComingSoonEventDetailsActivity",NA,"app",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808461,FALSE,FALSE,FALSE,0,1748809421890746,1748809246468002,FALSE,1740858920871000,1,"LoginViewController","SFAuthenticationViewController","auto",1,"mobile","IOS","(none)","(direct)","Paysandu","Uruguay",TRUE,FALSE
20250601,1748808470,FALSE,FALSE,FALSE,1785,1748810553553173,1748810550288503,FALSE,1748808470059000,2,"MainActivity","ChannelActivity","auto",2,"smart tv","ANDROID",NA,NA,"Salto","Uruguay",TRUE,FALSE
20250601,1748808500,FALSE,FALSE,TRUE,1577,1748808552690228,1748808550891010,FALSE,1682558599554000,0,"BitMovinPlayerViewController",NA,"auto",1,"mobile","IOS","(none)","(direct)",NA,"Uruguay",TRUE,FALSE
20250601,1748808522,FALSE,FALSE,TRUE,31678,1748808555289772,1738597948043000,FALSE,1700611197424000,0,"StartActivity",NA,"auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808555,FALSE,FALSE,FALSE,0,1748810749438327,1748810711847000,FALSE,1715785228232000,1,"SplashActivity",NA,"auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808568,FALSE,FALSE,FALSE,0,1748808626148818,1748808594222008,FALSE,1728947373327000,1,"SplashActivity","MainActivity","auto",1,"mobile","ANDROID","organic","google-play",NA,"Uruguay",TRUE,FALSE
20250601,1748808604,FALSE,FALSE,FALSE,0,1748809477486444,1748808610806000,FALSE,1747878338188000,1,"MainActivity",NA,"auto",1,"mobile","ANDROID","organic","google-play","Maldonado","Uruguay",TRUE,FALSE
20250601,1748808618,FALSE,FALSE,TRUE,24402,1748811600544363,1748811574684000,FALSE,1534598508375000,0,"SinglePlayerActivity",NA,"auto",1,"mobile","ANDROID","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
